,Name,Lat,Lng,Address
68,Giant Eagle Supermarket,41.52176,-81.5216303,"4401 Mayfield Rd, South Euclid"
69,Giant Eagle Supermarket,41.39037320000001,-81.3374812,"8515 Tanglewood Square, Chagrin Falls"
70,Giant Eagle Supermarket,41.6361596,-81.4747094,"30320 Lakeshore Blvd, Willowick"
71,Giant Eagle Supermarket,41.523612,-81.3402588,"12692 Chillicothe Rd, Chesterland"
72,Giant Eagle Supermarket,41.5213889,-81.45277779999999,"6259 Mayfield Rd, Mayfield Heights"
73,Giant Eagle Supermarket,41.630325,-81.42773199999999,"36475 Euclid Ave, Willoughby"
74,Giant Eagle Supermarket,41.237182,-80.7435392,"8202 E Market St, Warren"
75,Giant Eagle Supermarket,41.464609,-81.092427,"15400 W High St, Middlefield"
76,Giant Eagle Supermarket,41.583533,-81.218232,"351 Center St, Chardon"
77,Giant Eagle Supermarket,41.706115,-81.266436,"1201 Mentor Ave, Painesville"
78,Giant Eagle Supermarket,41.2600954,-80.8325941,"State Road Northwest, 2700 Mahoning Ave, Warren"
79,Giant Eagle Supermarket,41.1663211,-80.6665962,"4700 Belmont Ave, Youngstown"
80,Giant Eagle Supermarket,41.1590731,-81.227761,"909 E Main St, Ravenna"
81,Giant Eagle Supermarket,40.8367519,-81.260779,"108 W Main St, Louisville"
82,Giant Eagle Supermarket,41.1056643,-81.24109080000001,"4260 OH-44, Rootstown"
83,Giant Eagle Supermarket,41.1010628,-80.75712229999999,"5220 Mahoning Ave, Youngstown"
84,Giant Eagle Supermarket,40.899754,-80.826774,"2401 E State St, Salem"
85,Giant Eagle Supermarket,41.023352,-80.74694,"525 E Main St, Canfield"
86,Giant Eagle Supermarket,41.026204,-80.67888599999999,"476 Boardman-Canfield Rd, Youngstown"
87,Giant Eagle Supermarket,41.027016,-80.632421,"1201 Doral Dr, Youngstown"
88,Giant Eagle Supermarket,40.9007509,-81.1313067,"1800 W State St, Alliance"
89,Giant Eagle Supermarket,41.25519999999999,-80.793396,"2061 Elm Rd NE, Warren"
90,Giant Eagle Supermarket,41.0243835,-80.59281159999999,"3130 Center Rd, Poland"
91,Giant Eagle Supermarket,41.235627,-80.55765,"7229 Warren - Sharon Rd, Brookfield Township"
92,Giant Eagle Supermarket,41.1842135,-80.7596009,"48 Vienna Ave, Niles"
93,Giant Eagle Deli,40.836867,-81.2609241,Louisville
94,ALDI,40.82724049999999,-81.90769069999999,"2249 Akron Rd, Wooster"
95,ALDI,40.7944304,-81.4467118,"5117 W Tuscarawas St W, Canton"
96,ALDI,41.0480346,-81.7275543,"174 Park Center Dr, Wadsworth"
97,ALDI,41.13528609999999,-81.8101564,"3444 Medina Rd, Medina"
98,ALDI,41.1326032,-81.6376974,"120 S Cleveland Massillon Rd, Fairlawn"
99,ALDI,41.2389207,-81.83765939999999,"4221 Center Rd, Brunswick"
100,ALDI,41.0562721,-81.58261069999999,"2100 Romig Rd, Akron"
101,ALDI,40.8540116,-81.4248166,"4082 Belden Village St NW, Canton"
102,ALDI,41.4208561,-81.9026839,"4692 Great Northern Blvd, North Olmsted"
103,ALDI,41.0652875,-81.5273946,"772 S Main St, Akron"
104,ALDI,41.3727349,-81.82967430000001,"18324 Bagley Rd, Middleburg Heights"
105,ALDI,41.45975019999999,-81.8559176,"21329 Center Ridge Rd, Fairview Park"
106,ALDI,41.3924499,-82.00697520000001,"35111 Center Ridge Rd, North Ridgeville"
107,ALDI,41.0360916,-81.49050679999999,"1333 S Arlington St, Akron"
108,ALDI,41.3116279,-81.8339489,"14267 Pearl Rd, Strongsville"
109,ALDI,41.1579519,-81.860984,"1180 N Court St, Medina"
110,ALDI,41.4617898,-81.95972809999999,"30700 Detroit Rd, Westlake"
111,ALDI,41.1069072,-81.467413,"1620 Brittain Rd, Akron"
112,ALDI,41.4202558,-81.7593862,"5170 Tiedeman Rd, Brooklyn"
113,ALDI,41.1591497,-81.40165200000001,"3804 Fishcreek Rd, Stow"
114,ALDI,41.8776099,-80.75465059999999,"3124 N Ridge Rd E, Ashtabula"
115,ALDI,41.46978780000001,-81.6083969,"10815 Kinsman Rd, Cleveland"
116,ALDI,41.5036341,-81.63653029999999,"7500 Euclid Ave, Cleveland"
117,ALDI,41.5188465,-81.4944436,"5144 Mayfield Rd, Lyndhurst"
118,ALDI,41.3149541,-81.5252616,"371 E Aurora Rd, Macedonia"
119,ALDI,41.4306288,-81.52670719999999,"4650 Northfield Rd, North Randall"
120,ALDI,41.2373827,-81.33867099999999,"9071 OH-14, Streetsboro"
121,ALDI,41.641171,-81.47092780000001,"30960 Lakeshore Blvd, Willowick"
122,ALDI,41.6088615,-81.5259737,"22300 Lakeshore Blvd, Euclid"
123,ALDI,41.3560724,-81.3882151,"7050 Aurora Rd, Aurora"
124,ALDI,41.6621564,-81.3590263,"7885 Mentor Ave, Mentor"
125,ALDI,41.584622,-81.2117422,"302 Center St, Chardon"
126,ALDI,41.2097602,-80.7390726,"2425 Niles Cortland Rd SE, Warren"
127,ALDI,41.275434,-80.775151,"2120 Elm Cir, Cortland"
128,ALDI,41.8033946,-81.05492679999999,"6521 N Ridge Rd, Madison"
129,ALDI,41.6882588,-81.2883901,"2045 Mentor Ave, Painesville"
130,ALDI,41.4618443,-81.0843276,"14955 S, Springdale Ave, Middlefield"
131,ALDI,41.5228571,-81.4374651,"1385 Som Center Rd, Mayfield Heights"
132,ALDI,41.2550913,-80.85823239999999,"2774 Parkman Rd NW, Warren"
133,ALDI,41.3900048,-81.4357023,"6217 Som Center Rd, Solon"
134,ALDI,40.9010986,-81.1417215,"2150 W State St, Alliance"
135,ALDI,41.1566858,-81.22099039999999,"1350 E Main St, Ravenna"
136,ALDI,41.145275,-80.6636955,"3497 Belmont Ave, Youngstown"
137,ALDI,41.0987061,-80.7722433,"5863 Mahoning Ave, Austintown"
138,ALDI,41.0313196,-80.6352161,"6600 South Ave, Boardman"
139,ALDI,40.90033409999999,-80.8248,"2495 E State St, Salem"
140,Whole Foods Market,41.449988,-81.4850716,"50 Wall St, Orange"
141,Whole Foods Market 365,41.1109081,-81.5711638,"1745 W Market St, Akron"
142,Whole Foods Market,41.4787471,-81.8396406,"19607 Detroit Rd, Rocky River"
143,Whole Foods Market,41.5008761,-81.5368584,"13998 Cedar Rd, University Heights"
144,Whole Foods Market,41.463355,-81.486312,"27249 Chagrin Blvd, Woodmere"
145,Berry's Natural Food Market,41.1014796,-80.73253299999999,"4405 Mahoning Ave, Youngstown"
146,Marc's Stores,40.8319305,-81.3816116,"3014 Cromer Ave NW, Canton"
147,Marc's Stores,41.3996009,-82.111492,"435 Midway Blvd, Elyria"
148,Marc's Stores,41.298672,-81.836802,"16224 Pearl Rd, Strongsville"
149,Marc's Stores,41.4170598,-81.91595,"26393 Great Northern Shop Center, North Olmsted"
150,Marc's,41.4695587,-81.9125595,"26400 Detroit Rd, Westlake"
151,Marc's Stores,41.5210887,-81.51719489999999,"4519 Mayfield Rd, South Euclid"
152,Marc's Stores,41.4576933,-81.8597491,"21661 Center Ridge Road Westwood Shopping Plaza, Rocky River"
153,Marc's Stores,41.398374,-81.595173,"12650 Rockside Rd, Garfield Heights"
154,Marc's Stores,41.165723,-81.44143299999999,"3732 Darrow Rd, Stow"
155,Marc's Stores,41.396814,-82.004105,"34800 Center Ridge Rd, North Ridgeville"
156,Marc's Stores,41.4063737,-81.6934057,"1650 Snow Rd #295, Parma"
157,Marc's,41.4231914,-81.7393519,"7359 Northcliff Ave, Brooklyn"
158,Marc's Stores,41.3887631,-81.4354475,"6231 Som Center Rd, Solon"
159,Marc's Stores,41.150561,-81.510638,"2900 State Rd, Cuyahoga Falls"
160,Marc's Stores,41.1366669,-81.3571278,"1600 S Water St, Kent"
161,Marc's Stores,40.814144,-81.517488,"1413 Amherst Rd NE, Massillon"
162,Marc's Stores,41.116686,-81.478218,"470 Howe Ave, Cuyahoga Falls"
163,Marc's Stores,40.89721400000001,-81.40437299999999,"1664 N Main St, North Canton"
164,Marc's Stores,41.455483,-81.78604399999999,"13693 Lorain Ave, Cleveland"
165,Marc's Stores,41.125772,-81.60242099999999,"2753 W Market St, Fairlawn"
166,Marc's Stores,41.61232500000001,-81.521565,"22840 Lakeshore Blvd, Euclid"
167,Marc's Stores,41.3188802,-81.6247427,"7510 Chippewa Rd, Brecksville"
168,Marc's Stores,41.315971,-81.35685199999999,"300 Aurora Commons Cir, Aurora"
169,Marc's Stores,41.585136,-81.4825759,"28121 Chardon Rd, Willoughby Hills"
170,Marc's Stores,41.3132527,-81.5581457,"550 W Aurora Rd, Northfield"
171,Marc's Stores,41.634077,-81.476434,"29700 Lakeshore Blvd, Willowick"
172,Marc's Stores,41.5094444,-81.57972219999999,"1833 Coventry Rd, Cleveland Heights"
173,Marc's Stores,41.6536134,-81.37874389999999,"7353 Mentor Ave, Mentor"
174,Marc's Stores,41.204802,-80.741925,"6024 Youngstown Warren Rd, Niles"
175,Marc's Stores,41.697269,-81.276771,"1585 Mentor Ave, Painesville"
176,Marc's Stores,41.525084,-81.43758,"6695 Eastgate Drive Eastgate Shopping Plaza, Mayfield Heights"
177,Marc's Stores,41.5789499,-81.2110951,"425 Water St, Chardon"
178,Marc's Stores,41.710157,-81.35923199999999,"5929 Andrews Rd, Mentor-On-The-Lake"
179,Marc's Stores,41.80102,-81.054695,"6576 N Ridge Rd, Madison"
180,Marc's Stores,41.026832,-80.62867299999999,"7121 Tiffany Blvd, Youngstown"
181,Marc's Stores,41.099588,-80.742662,"4755 Mahoning Ave, Austintown"
182,Marc's Stores,40.900967,-81.150723,"2444 W State St, Alliance"
183,Marc's Stores,41.1583981,-81.22470009999999,"1145 E Main St, Ravenna"
184,Marc's Stores,40.8993371,-80.8248773,"2487 E State St, Salem"
185,Save A Lot,41.0568335,-81.53023089999999,"25 W Miller Ave, Akron"
186,Save A Lot,41.1016892,-81.4960904,"530 E Tallmadge Ave, Akron"
187,Save A Lot,41.02833330000001,-81.7302778,"204-208 High St, Wadsworth"
188,Save A Lot,41.0835063,-81.57179789999999,"1375 Copley Rd, Akron"
189,Save A Lot,40.797305,-81.5266424,"266 Federal Ave NE, Massillon"
190,Save A Lot,40.79910599999999,-81.382289,"906 W Tuscarawas St W, Canton"
191,Save A Lot,40.8228935,-81.93110279999999,"1945 B, Cleveland Rd, Wooster"
192,Save A Lot,41.4311111,-81.79194439999999,"14041 Puritas Ave, Cleveland"
193,Save A Lot,41.4419861,-81.722847,"4215 Fulton Rd, Cleveland"
194,Save A Lot,41.3796816,-81.7336005,"6805 Ridge Rd, Parma"
195,Save A Lot,41.1404686,-81.3601532,"1430 S Water St, Kent"
196,Save A Lot,41.37247869999999,-82.093351,"125 Cleveland St, Elyria"
197,Save A Lot,40.9025058,-81.09101720000001,"1110 E State St Unit 2, Alliance"
198,Save A Lot,41.4659669,-81.648604,"5841 Broadway Ave, Cleveland"
199,Save A Lot,41.4296843,-81.6158241,"4790 Turney Rd, Garfield Heights"
200,Save A Lot,41.5408726,-81.59826989999999,"12432 St Clair Ave, Cleveland"
201,Save A Lot,41.4647217,-81.5820236,"14301 Kinsman Rd, Cleveland"
202,Save A Lot,41.425,-82.1186111,"2222 Fairless Dr, Lorain"
203,Save A Lot,41.3998222,-81.59586329999999,"12782 Rockside Rd, Garfield Heights"
204,Save A Lot,41.518682,-81.6381205,"7210 Superior Ave, Cleveland"
205,Save A Lot,41.8932255,-80.80377800000001,"822 Lake Ave, Ashtabula"
206,Save A Lot,41.5939785,-81.49297109999999,"27591 Euclid Ave, Euclid"
207,Save A Lot,41.700149,-81.27641659999999,"1475 Mentor Ave, Painesville"
208,Save A Lot,41.642978,-81.448577,"33693 E, Vine St, Eastlake"
209,Save A Lot,41.4611784,-81.08702079999999,"15561 W High St, Middlefield"
210,Save A Lot,41.2834675,-80.8453179,"4329a Mahoning Ave NW, Warren"
211,Save A Lot,41.2124323,-80.7464718,"912 Great E Plaza, Niles"
212,Save A Lot,41.2456887,-80.8172763,"1020 N Park Ave, Warren"
213,Save A Lot,41.53799799999999,-81.554937,"2227 Noble Rd, Cleveland Heights"
214,Save A Lot,41.4152236,-81.5709108,"15870 Broadway Ave, Maple Heights"
215,Save A Lot,41.4483671,-81.6446574,"6501 Harvard Ave, Cleveland"
216,Save A Lot,41.4344013,-81.52492769999999,"21900 Emery Rd, North Randall"
217,Save A Lot,41.5822222,-81.54888890000001,"18501 Neff Rd, Cleveland"
218,Save A Lot,41.9336933,-80.6041181,"350 W Main Rd, Conneaut"
219,Save A Lot,41.0717453,-80.645709,"2725 South Ave, Youngstown"
220,Save A Lot,41.0235111,-80.6693647,"223 Boardman-Canfield Rd, Youngstown"
221,Save A Lot,41.08272119999999,-80.7302768,"1715 S Raccoon Rd, Austintown"
222,Save A Lot,41.1326195,-80.6630203,"653 Gypsy Ln, Youngstown"
223,Save A Lot,41.0905376,-80.593879,"2998 Mc Cartney Rd, Youngstown"
224,Save A Lot,41.0444592,-80.6024976,"982 5th St, Struthers"
225,Save A Lot,41.1576011,-80.5840288,"880 W Liberty St, Hubbard"
226,Save A Lot,40.8732936,-80.6878684,"787 Fairfield Ave, Columbiana"
227,Save A Lot,41.2876345,-81.10038469999999,"8005 State St, Garrettsville"
228,Save A Lot,40.7875827,-80.6246257,"7786 Depot St, Rogers"
229,Save A Lot,41.2309568,-80.5123266,"110 S Water Ave, Sharon"
230,Save A Lot,40.7728163,-80.7662723,"201 E Lincoln Way, Lisbon"
231,Dave's Markets Ohio City,41.4850255,-81.705783,"2700 Carroll Ave, Cleveland"
232,Dave's Supermarket,41.48313,-81.5908928,"13130 Shaker Square, Cleveland"
233,Dave's Markets Middlebury Market,41.07127759999999,-81.4932022,"871 E Exchange St, Akron"
234,Dave's Mercado,41.459452,-81.737391,"3565 Ridge Rd, Cleveland"
235,Dave's Markets Slavic Village,41.4485998,-81.6352812,"7422 Harvard Ave, Cleveland"
236,Dave's Markets Turneytown,41.4245366,-81.6136405,"4948 Turney Rd, Garfield Heights"
237,Dave's Markets Harvard & Lee,41.4480706,-81.56257769999999,"16820 Harvard Ave, Cleveland"
238,Dave's Markets Corporate Headquarters,41.417009,-81.5009029,"5300 Richmond Rd, Bedford"
239,Dave's Markets Cedar Hill,41.5009537,-81.59313960000001,"12438 Cedar Rd, Cleveland Heights"
240,Dave's Markets Wilson Mills,41.5382155,-81.49640140000001,"5100 Wilson Mills Rd, Richmond Heights"
241,Dave's Markets Severance,41.5175,-81.5530556,"3628 Mayfield Road Severance Town Center, Cleveland Heights"
242,Dave's Markets Euclid Beach,41.5786111,-81.5694444,"15900 Lakeshore Blvd, Cleveland"
243,Dave's Market & eatery,41.506246,-81.647824,"1929 E 61st St, Cleveland"
244,5100 Wilson Mills Rd (Dave's Supermarket),41.5389232,-81.4953402,Richmond Heights
245,Dave's Markets Shore Center,41.6095408,-81.52338449999999,"22501 Shore Center Dr, Euclid"
246,Sunshine Market,41.43443,-81.630248,"4595 Warner Rd, Cleveland"
247,Midtown Market,41.5003126,-81.6634776,"3400 Carnegie Ave, Cleveland"
248,State Liquor Agency,41.5175756,-81.55295810000001,"3628 Mayfield Rd, Cleveland Heights"
249,Simon's Supermarket,41.5053351,-81.6327652,"7973 Euclid Ave, Cleveland"
250,Dave's Pharmacy,41.5175564,-81.5526726,"3628 Mayfield Rd, Cleveland"
251,Zagara's Marketplace,41.506607,-81.56569499999999,"1940 Lee Rd, Cleveland Heights"
252,West 25th Street Meat Market,41.4872001,-81.6603339,"2700 E 40th St, Cleveland"
253,The Tasting Room Bistro at Heinen's of Chagrin Falls,41.431316,-81.3895143,"20 Plaza DriveChagrin Falls, Plaza Dr, Chagrin Falls"
254,Heinen's Grocery Store,41.4652935,-81.5636346,"16611 Chagrin Blvd, Shaker Heights"
255,Heinen's Grocery Store,41.3703412,-81.80476259999999,"Heinen's of, 15300 Bagley Rd, Middleburg Heights"
256,Heinen's of Downtown Cleveland,41.5000366,-81.6861122,"900 Euclid Ave, Cleveland"
257,Heinen's Grocery Store,41.481684,-81.83475299999999,"19219 Detroit Rd, Rocky River"
258,Heinen's Grocery Store,41.5003694,-81.51987780000002,"2180 S Green Rd, Cleveland"
259,Heinen's Grocery Store,41.4602353,-82.0175955,"35980 Detroit Rd, Avon"
260,Heinen's Grocery Store,41.3211694,-81.623725,"8383 Chippewa Rd, Brecksville"
261,Heinen's Grocery Store,41.315592,-81.829797,"18300 Royalton Rd, Strongsville"
262,Heinen's Grocery Store,41.4631665,-81.4599921,"30849 Pinetree Rd, Pepper Pike"
263,Heinen's Grocery Store,41.3394444,-81.4383333,"10049 Darrow Rd, Twinsburg"
264,Heinen's Grocery Store,41.4134014,-81.3388027,"8482 E Washington St, Chagrin Falls"
265,Heinen's Grocery Store,41.3201936,-81.3468759,"115 N Chillicothe Rd, Aurora"
266,Heinen's Grocery Store,41.5377518,-81.4401571,"860 Som Center Road, Mayfield, Village, Mayfield Village"
267,Heinen's Grocery Store,41.48364979999999,-81.9221086,"434 Dover Center Rd, Bay Village"
268,Heinen's Grocery Store,41.431116,-81.3895592,"Chagrin Falls 20 Shopping, Center St, Chagrin Falls"
269,Heinen's Grocery Store,41.2425194,-81.4419667,"19 Clinton St, Hudson"
270,Heinen's - Corporate Office,41.4374933,-81.5024719,"4540 Richmond Rd, Warrensville Heights"
271,"Heinen's, Inc. - Warehouse",41.4271414,-81.535691,"20601 Aurora Rd, Oakwood"
272,Heinen's Grocery Store,41.5881157,-81.2188034,"402 Center St, Chardon"
273,Heinen's Grocery Store,41.6728465,-81.3233195,"8850 Mentor Ave, Mentor"
274,Heinen's Grocery Store,41.606722,-81.4422664,"34501 Ridge Rd, Willoughby"
275,Heinen's grocery,41.3992634,-81.3344408,Bainbridge
276,Heinen's Food Manufacturing,41.4281997,-81.5414047,"19701 S Miles Rd, Warrensville Heights"
277,Heinen's Warehouse #1750 20101 South Miles Rd.,41.4279419,-81.5400565,"20101 S Miles Rd, Warrensville Heights"
